run_id,task,variant,scale,seed_index,active_parameter_count,target_active_parameters,active_capacity_match_error,padding_parameter_count,route_feature_dim,test_mse,test_nmse,test_nrmse,test_mae,test_p95_to_median_abs_error,total_seconds,fixed_component,variant_semantics,run_path
p5_pilot_controlled_prototype_P1M_D0_s0,controlled_prototype,D0,P1M,0,1001853,1000000,0.001853,0,64,0.005995719227939844,0.029577556997537613,0.17198127508163452,0.05661385878920555,2.445559501647949,1.6193681648001075,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_D0_s0
p5_pilot_controlled_prototype_P1M_D0_s1,controlled_prototype,D0,P1M,1,1001853,1000000,0.001853,0,64,0.0081767113879323,0.029561612755060196,0.17193490266799927,0.07287769764661789,2.708064556121826,1.76788094593212,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_D0_s1
p5_pilot_controlled_prototype_P1M_D0_s2,controlled_prototype,D0,P1M,2,1001853,1000000,0.001853,0,64,0.0034458849113434553,0.04079832881689072,0.20198595523834229,0.048564329743385315,2.6365387439727783,1.671804843004793,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_D0_s2
p5_pilot_controlled_prototype_P1M_DDmL_s0,controlled_prototype,DD-L,P1M,0,999801,1000000,0.000199,0,64,0.00840891432017088,0.041482120752334595,0.20367160439491272,0.06543348729610443,4.514946937561035,2.543122268980369,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_DDmL_s0
p5_pilot_controlled_prototype_P1M_DDmL_s1,controlled_prototype,DD-L,P1M,1,999801,1000000,0.000199,0,64,0.003568564308807254,0.01290158275514841,0.11358512938022614,0.04758581891655922,2.8674886226654053,2.2651118899229914,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_DDmL_s1
p5_pilot_controlled_prototype_P1M_DDmL_s2,controlled_prototype,DD-L,P1M,2,999801,1000000,0.000199,0,64,0.0037903329357504845,0.044876500964164734,0.21184074878692627,0.05291486904025078,2.0651533603668213,2.5148835168220103,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_DDmL_s2
p5_pilot_controlled_prototype_P1M_KCmLV_s0,controlled_prototype,KC-LV,P1M,0,999801,1000000,0.000199,0,64,0.007913936860859394,0.03904034197330475,0.1975862979888916,0.06327987462282181,4.31695032119751,2.2045930980239064,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_KCmLV_s0
p5_pilot_controlled_prototype_P1M_KCmLV_s1,controlled_prototype,KC-LV,P1M,1,999801,1000000,0.000199,0,64,0.00597235606983304,0.021592114120721817,0.14694255590438843,0.058856770396232605,3.6621856689453125,2.431900435127318,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_KCmLV_s1
p5_pilot_controlled_prototype_P1M_KCmLV_s2,controlled_prototype,KC-LV,P1M,2,999801,1000000,0.000199,0,64,0.0033143621403723955,0.039241135120391846,0.19809375703334808,0.04880242422223091,2.1747727394104004,2.3363162497989833,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_KCmLV_s2
p5_pilot_controlled_prototype_P1M_RFF_s0,controlled_prototype,RFF,P1M,0,999961,1000000,3.9e-05,0,0,0.3129315674304962,1.5437266826629639,1.242467999458313,0.4002330005168915,5.080843925476074,0.5344320680014789,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFF_s0
p5_pilot_controlled_prototype_P1M_RFF_s1,controlled_prototype,RFF,P1M,1,999961,1000000,3.9e-05,0,0,0.2883670926094055,1.0425457954406738,1.021051287651062,0.40749987959861755,4.182736396789551,0.5373339969664812,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFF_s1
p5_pilot_controlled_prototype_P1M_RFF_s2,controlled_prototype,RFF,P1M,2,999961,1000000,3.9e-05,0,0,0.09191753715276718,1.0882784128189087,1.0432058572769165,0.24166183173656464,2.9466729164123535,0.4707858278416097,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFF_s2
p5_pilot_controlled_prototype_P1M_RFmFULL_s0,controlled_prototype,RF-FULL,P1M,0,999801,1000000,0.000199,0,64,0.009423746727406979,0.046488404273986816,0.21561169624328613,0.06285491585731506,4.709774017333984,1.3154343890491873,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmFULL_s0
p5_pilot_controlled_prototype_P1M_RFmFULL_s1,controlled_prototype,RF-FULL,P1M,1,999801,1000000,0.000199,0,64,0.0114869000390172,0.04152907803654671,0.20378683507442474,0.07841777056455612,3.9356112480163574,1.408350721001625,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmFULL_s1
p5_pilot_controlled_prototype_P1M_RFmFULL_s2,controlled_prototype,RF-FULL,P1M,2,999801,1000000,0.000199,0,64,0.004260151647031307,0.0504390224814415,0.2245863378047943,0.04666702821850777,4.741807460784912,1.3879145248793066,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmFULL_s2
p5_pilot_controlled_prototype_P1M_RFmKV_s0,controlled_prototype,RF-KV,P1M,0,999801,1000000,0.000199,0,64,0.007416170556098223,0.036584801971912384,0.19127154350280762,0.06260554492473602,3.9799110889434814,2.168645113008097,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmKV_s0
p5_pilot_controlled_prototype_P1M_RFmKV_s1,controlled_prototype,RF-KV,P1M,1,999801,1000000,0.000199,0,64,0.0036588364746421576,0.013227947056293488,0.11501281708478928,0.048215191811323166,2.883928060531616,2.4557537178043276,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmKV_s1
p5_pilot_controlled_prototype_P1M_RFmKV_s2,controlled_prototype,RF-KV,P1M,2,999801,1000000,0.000199,0,64,0.003452108008787036,0.040872011333703995,0.202168270945549,0.04924803599715233,2.3128068447113037,2.4253217950463295,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P1M_RFmKV_s2
p5_pilot_controlled_prototype_P250_D0_s0,controlled_prototype,D0,P250,0,249969,250000,0.000124,0,64,0.005964688956737518,0.02357085421681404,0.15352801978588104,0.053848009556531906,4.073373794555664,1.6902595269493759,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_D0_s0
p5_pilot_controlled_prototype_P250_D0_s1,controlled_prototype,D0,P250,1,249969,250000,0.000124,0,64,0.004963011015206575,0.04100855067372322,0.2025056779384613,0.05471722409129143,2.7438032627105713,1.9964588130824268,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_D0_s1
p5_pilot_controlled_prototype_P250_D0_s2,controlled_prototype,D0,P250,2,249969,250000,0.000124,0,64,0.004948824644088745,0.036530036479234695,0.19112832844257355,0.055759016424417496,3.304626226425171,1.7652268130332232,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_D0_s2
p5_pilot_controlled_prototype_P250_DDmL_s0,controlled_prototype,DD-L,P250,0,250553,250000,0.002212,0,64,0.00949753075838089,0.03753169998526573,0.19373099505901337,0.07075819373130798,4.075657367706299,2.5104832779616117,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_DDmL_s0
p5_pilot_controlled_prototype_P250_DDmL_s1,controlled_prototype,DD-L,P250,1,250553,250000,0.002212,0,64,0.0043500326573848724,0.03594360873103142,0.18958799540996552,0.05097055435180664,2.122368335723877,2.2190836670342833,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_DDmL_s1
p5_pilot_controlled_prototype_P250_DDmL_s2,controlled_prototype,DD-L,P250,2,250553,250000,0.002212,0,64,0.005639450158923864,0.041627928614616394,0.20402923226356506,0.058780819177627563,2.9830074310302734,2.369807376060635,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_DDmL_s2
p5_pilot_controlled_prototype_P250_KCmLV_s0,controlled_prototype,KC-LV,P250,0,250553,250000,0.002212,0,64,0.014613591134548187,0.05774899944663048,0.24031022191047668,0.08232071250677109,5.060280799865723,2.084399102954194,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_KCmLV_s0
p5_pilot_controlled_prototype_P250_KCmLV_s1,controlled_prototype,KC-LV,P250,1,250553,250000,0.002212,0,64,0.004756770096719265,0.03930441662669182,0.19825340807437897,0.050827208906412125,3.1141886711120605,3.7574804038740695,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_KCmLV_s1
p5_pilot_controlled_prototype_P250_KCmLV_s2,controlled_prototype,KC-LV,P250,2,250553,250000,0.002212,0,64,0.004944701213389635,0.03649959713220596,0.19104868173599243,0.055454086512327194,3.028010368347168,2.30454524140805,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_KCmLV_s2
p5_pilot_controlled_prototype_P250_RFF_s0,controlled_prototype,RFF,P250,0,249991,250000,3.6e-05,0,0,0.29628464579582214,1.170837640762329,1.0820525884628296,0.38028600811958313,5.540609359741211,0.5554573279805481,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFF_s0
p5_pilot_controlled_prototype_P250_RFF_s1,controlled_prototype,RFF,P250,1,249991,250000,3.6e-05,0,0,0.12469992786645889,1.0303751230239868,1.0150738954544067,0.25521382689476013,4.997021675109863,0.49209694704040885,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFF_s1
p5_pilot_controlled_prototype_P250_RFF_s2,controlled_prototype,RFF,P250,2,249991,250000,3.6e-05,0,0,0.17062389850616455,1.2594701051712036,1.1222611665725708,0.32132890820503235,3.508017063140869,0.5587901130784303,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFF_s2
p5_pilot_controlled_prototype_P250_RFmFULL_s0,controlled_prototype,RF-FULL,P250,0,250553,250000,0.002212,0,64,0.020128564909100533,0.07954270392656326,0.28203314542770386,0.09181433916091919,6.265038013458252,1.2364079591352493,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmFULL_s0
p5_pilot_controlled_prototype_P250_RFmFULL_s1,controlled_prototype,RF-FULL,P250,1,250553,250000,0.002212,0,64,0.011106525547802448,0.09177140891551971,0.30293795466423035,0.07419829815626144,4.484367847442627,1.8475573416799307,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmFULL_s1
p5_pilot_controlled_prototype_P250_RFmFULL_s2,controlled_prototype,RF-FULL,P250,2,250553,250000,0.002212,0,64,0.01073988527059555,0.07927708327770233,0.28156188130378723,0.0790758803486824,3.647610902786255,1.4586999220773578,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmFULL_s2
p5_pilot_controlled_prototype_P250_RFmKV_s0,controlled_prototype,RF-KV,P250,0,250553,250000,0.002212,0,64,0.009454109705984592,0.03736010938882828,0.19328762590885162,0.07059621810913086,4.089297294616699,2.0729101051110774,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmKV_s0
p5_pilot_controlled_prototype_P250_RFmKV_s1,controlled_prototype,RF-KV,P250,1,250553,250000,0.002212,0,64,0.0043343850411474705,0.0358143150806427,0.18924671411514282,0.05057523027062416,2.126955270767212,2.314137749839574,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmKV_s1
p5_pilot_controlled_prototype_P250_RFmKV_s2,controlled_prototype,RF-KV,P250,2,250553,250000,0.002212,0,64,0.005666159093379974,0.041825082153081894,0.20451180636882782,0.058814406394958496,3.0661797523498535,2.1120248241350055,,RF-KV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_prototype_P250_RFmKV_s2
p5_pilot_controlled_symbolic_regime_language_P1M_D0_s0,controlled_symbolic_regime_language,D0,P1M,0,1001853,1000000,0.001853,0,64,0.0036160454619675875,0.05107785761356354,0.22600410878658295,0.048197586089372635,3.217177629470825,1.649157727137208,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_D0_s0
p5_pilot_controlled_symbolic_regime_language_P1M_D0_s1,controlled_symbolic_regime_language,D0,P1M,1,1001853,1000000,0.001853,0,64,0.0034641986712813377,0.05845148488879204,0.24176742136478424,0.049755875021219254,2.1210618019104004,1.865231545176357,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_D0_s1
p5_pilot_controlled_symbolic_regime_language_P1M_D0_s2,controlled_symbolic_regime_language,D0,P1M,2,1001853,1000000,0.001853,0,64,0.003348124446347356,0.021617773920297623,0.1470298320055008,0.04184994474053383,3.5805366039276123,1.8379809544421732,,D0,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_D0_s2
p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s0,controlled_symbolic_regime_language,DD-L,P1M,0,999801,1000000,0.000199,0,64,0.00417600991204381,0.05898754298686981,0.24287351965904236,0.050852686166763306,2.8112194538116455,2.311846928903833,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s0
p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s1,controlled_symbolic_regime_language,DD-L,P1M,1,999801,1000000,0.000199,0,64,0.0035557858645915985,0.0599968396127224,0.24494251608848572,0.048971373587846756,2.6544888019561768,2.2604174320586026,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s1
p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s2,controlled_symbolic_regime_language,DD-L,P1M,2,999801,1000000,0.000199,0,64,0.003787226276472211,0.02445291541516781,0.1563742756843567,0.04990047216415405,2.531057834625244,2.5697973161004484,,DD-L,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_DDmL_s2
p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s0,controlled_symbolic_regime_language,KC-LV,P1M,0,999801,1000000,0.000199,0,64,0.003737217979505658,0.052789460867643356,0.2297595739364624,0.049439650028944016,2.8531012535095215,2.1818498261272907,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s0
p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s1,controlled_symbolic_regime_language,KC-LV,P1M,1,999801,1000000,0.000199,0,64,0.002790425205603242,0.047082893550395966,0.21698592603206635,0.04304422065615654,2.8823859691619873,2.425084457034245,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s1
p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s2,controlled_symbolic_regime_language,KC-LV,P1M,2,999801,1000000,0.000199,0,64,0.003866055281832814,0.024961888790130615,0.15799331665039062,0.04413287341594696,4.888174057006836,2.184285298921168,sampled_training_representation_keys,KC-LV,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_KCmLV_s2
p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s0,controlled_symbolic_regime_language,RFF,P1M,0,999961,1000000,3.9e-05,0,0,0.07284759730100632,1.0289968252182007,1.0143948793411255,0.20689773559570312,3.124161958694458,0.5269939601421356,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s0
p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s1,controlled_symbolic_regime_language,RFF,P1M,1,999961,1000000,3.9e-05,0,0,0.05919575318694115,0.9988110065460205,0.9994053244590759,0.19670593738555908,2.945838689804077,0.5343886269256473,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s1
p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s2,controlled_symbolic_regime_language,RFF,P1M,2,999961,1000000,3.9e-05,0,0,0.21095047891139984,1.3620400428771973,1.1670647859573364,0.3563164472579956,3.508650779724121,0.5366244469769299,random_fourier_map,RFF,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_RFF_s2
p5_pilot_controlled_symbolic_regime_language_P1M_RFmFULL_s0,controlled_symbolic_regime_language,RF-FULL,P1M,0,999801,1000000,0.000199,0,64,0.004849886056035757,0.06850627064704895,0.26173701882362366,0.05310230329632759,3.4926087856292725,1.4957761890254915,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_RFmFULL_s0
p5_pilot_controlled_symbolic_regime_language_P1M_RFmFULL_s1,controlled_symbolic_regime_language,RF-FULL,P1M,1,999801,1000000,0.000199,0,64,0.005687373224645853,0.09596315026283264,0.30977919697761536,0.05834854766726494,3.169473171234131,1.3109242250211537,,RF-FULL,/blue/uf-dsi/rvalle1/KAM/results/phase5/pilot/runs/p5_pilot_controlled_symbolic_regime_language_P1M_RFmFULL_s1
